OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
4134,GO-20172030416,11/9/2017 5:00:00 AM,11/9/2017 5:00:00 AM,2017,November,9,313,Thursday  ,17,2017,November,9,313,Thursday  ,15,D43,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,220,Theft - Misapprop Funds Over,Theft Over,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.1618889235692,43.7830342806234,-8812261.16525336,5431927.40037377
4135,GO-20172028839,11/9/2017 5:00:00 AM,9/8/2017 4:00:00 AM,2017,November,9,313,Thursday  ,11,2017,September,8,251,Friday    ,12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,102,Forest Hill North (102),102,Forest Hill North (102),-79.4173538159765,43.7099645755838,-8840699.38694636,5420667.69107915
4136,GO-20172035108,11/10/2017 5:00:00 AM,11/10/2017 5:00:00 AM,2017,November,10,314,Friday    ,12,2017,November,10,314,Friday    ,2,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4669164568278,43.7688473713894,-8846216.67490485,5429740.18639822
4137,GO-20172034123,11/10/2017 5:00:00 AM,11/2/2017 4:00:00 AM,2017,November,10,314,Friday    ,7,2017,November,2,306,Thursday  ,3,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.557499482623,43.7384331699648,-8856300.33123368,5425052.93786406
4138,GO-20172035526,11/10/2017 5:00:00 AM,7/27/2017 4:00:00 AM,2017,November,10,314,Friday    ,11,2017,July,27,208,Thursday  ,0,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5918809641863,43.6738016233298,-8860127.66019132,5415100.22255781
4139,GO-20172038430,11/10/2017 5:00:00 AM,11/10/2017 5:00:00 AM,2017,November,10,314,Friday    ,19,2017,November,10,314,Friday    ,19,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5569095864054,43.6101506050342,-8856234.66420002,5405308.97126293
4140,GO-20172044757,11/11/2017 5:00:00 AM,11/10/2017 5:00:00 AM,2017,November,11,315,Saturday  ,21,2017,November,10,314,Friday    ,20,D33,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,047,Don Valley Village (47),047,Don Valley Village (47),-79.3636877245216,43.7816048066046,-8834725.30502337,5431706.99303639
4141,GO-20172049749,11/12/2017 5:00:00 AM,11/11/2017 5:00:00 AM,2017,November,12,316,Sunday    ,19,2017,November,11,315,Saturday  ,12,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,129,Agincourt North (129),129,Agincourt North (129),-79.2665839344955,43.8167597005292,-8823915.76045516,5437128.97579488
4142,GO-20172047364,11/12/2017 5:00:00 AM,10/1/2017 4:00:00 AM,2017,November,12,316,Sunday    ,11,2017,October,1,274,Sunday    ,0,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3466192666205,43.6390422792726,-8832825.25297018,5409752.00798517
4143,GO-20172057571,11/13/2017 5:00:00 AM,11/2/2017 4:00:00 AM,2017,November,13,317,Monday    ,23,2017,November,2,306,Thursday  ,18,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3956427347843,43.6400206791244,-8838282.52046487,5409902.50627091
4144,GO-20172048473,11/13/2017 5:00:00 AM,10/10/2017 4:00:00 AM,2017,November,13,317,Monday    ,19,2017,October,10,283,Tuesday   ,10,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,090,Junction Area (90),090,Junction Area (90),-79.471899809182,43.6772234268918,-8846771.41911193,5415626.88273429
4145,GO-20179019658,11/14/2017 5:00:00 AM,11/7/2017 5:00:00 AM,2017,November,14,318,Tuesday   ,15,2017,November,7,311,Tuesday   ,17,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.413025512699,43.7538891895883,-8840217.5624604,5427434.62637304
4146,GO-20173000169,11/15/2017 5:00:00 AM,11/8/2017 5:00:00 AM,2017,November,15,319,Wednesday ,4,2017,November,8,312,Wednesday ,12,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.4035962400185,43.6692126122929,-8839167.90059149,5414393.96117032
4147,GO-20173004031,11/15/2017 5:00:00 AM,11/15/2017 5:00:00 AM,2017,November,15,319,Wednesday ,16,2017,November,15,319,Wednesday ,16,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4427249190965,43.6583537117001,-8843523.68521318,5412722.9616905
4148,GO-20173000130,11/15/2017 5:00:00 AM,11/15/2017 5:00:00 AM,2017,November,15,319,Wednesday ,3,2017,November,15,319,Wednesday ,1,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,095,Annex (95),095,Annex (95),-79.3912651471349,43.6711286116472,-8837795.2095978,5414688.83226221
4149,GO-20173001837,11/15/2017 5:00:00 AM,11/8/2017 5:00:00 AM,2017,November,15,319,Wednesday ,10,2017,November,8,312,Wednesday ,8,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4654459041839,43.6823177069957,-8846052.9736937,5416411.01438038
4150,GO-20173006126,11/15/2017 5:00:00 AM,11/15/2017 5:00:00 AM,2017,November,15,319,Wednesday ,23,2017,November,15,319,Wednesday ,21,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6042074132972,43.7060265384132,-8861499.83421729,5420061.24739742
4151,GO-20173000108,11/15/2017 5:00:00 AM,10/29/2017 4:00:00 AM,2017,November,15,319,Wednesday ,2,2017,October,29,302,Sunday    ,23,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3861618443091,43.6577625968664,-8837227.11250648,5412632.00784893
4152,GO-20173012044,11/16/2017 5:00:00 AM,11/16/2017 5:00:00 AM,2017,November,16,320,Thursday  ,21,2017,November,16,320,Thursday  ,20,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2546449510445,43.7725603691965,-8822586.71894701,5430312.57389683
4153,GO-20173008041,11/16/2017 5:00:00 AM,11/16/2017 5:00:00 AM,2017,November,16,320,Thursday  ,9,2017,November,16,320,Thursday  ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,021,Humber Summit (21),021,Humber Summit (21),-79.5511533293902,43.7665561055369,-8855593.88060191,5429386.9878197
4154,GO-20173008947,11/16/2017 5:00:00 AM,8/1/2015 4:00:00 AM,2017,November,16,320,Thursday  ,16,2015,August,1,213,Saturday  ,10,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,115,Mount Dennis (115),115,Mount Dennis (115),-79.4941914833812,43.686588088009,-8849252.91691054,5417068.3795496
4155,GO-20173000480,11/16/2017 5:00:00 AM,11/16/2017 5:00:00 AM,2017,November,16,320,Thursday  ,11,2017,November,16,320,Thursday  ,11,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.40306583231,43.6448685849943,-8839108.85584302,5410648.25128371
4156,GO-20171374183,11/16/2017 5:00:00 AM,7/31/2017 4:00:00 AM,2017,November,16,320,Thursday  ,11,2017,July,31,212,Monday    ,14,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2416808676493,43.79325028671,-8821143.56382884,5433502.7364949
4157,GO-20173013408,11/17/2017 5:00:00 AM,11/17/2017 5:00:00 AM,2017,November,17,321,Friday    ,4,2017,November,17,321,Friday    ,4,D52,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3754644469109,43.6433094824131,-8836036.28371963,5410408.41059544
4158,GO-20173015322,11/17/2017 5:00:00 AM,11/8/2017 5:00:00 AM,2017,November,17,321,Friday    ,12,2017,November,8,312,Wednesday ,6,D43,Go Station,Transit,2130,210,Theft Over,Theft Over,136,West Hill (136),136,West Hill (136),-79.1960009011566,43.7556413926696,-8816058.49316295,5427704.67012902
4159,GO-20173022245,11/18/2017 5:00:00 AM,11/18/2017 5:00:00 AM,2017,November,18,322,Saturday  ,14,2017,November,18,322,Saturday  ,14,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4074560615529,43.7824980991683,-8839597.57401108,5431844.72707585
4160,GO-20173023293,11/18/2017 5:00:00 AM,11/18/2017 5:00:00 AM,2017,November,18,322,Saturday  ,17,2017,November,18,322,Saturday  ,17,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,088,High Park North (88),088,High Park North (88),-79.4668390188654,43.6572210391233,-8846208.05454612,5412548.68004309
4161,GO-20173027859,11/19/2017 5:00:00 AM,11/19/2017 5:00:00 AM,2017,November,19,323,Sunday    ,13,2017,November,19,323,Sunday    ,13,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.482662914933,43.748276143496,-8847969.5625912,5426569.61528378
4162,GO-20173028447,11/19/2017 5:00:00 AM,11/18/2017 5:00:00 AM,2017,November,19,323,Sunday    ,15,2017,November,18,322,Saturday  ,9,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3229995977349,43.6524055387432,-8830195.9234444,5411807.76743374
4163,GO-20173007401,11/19/2017 5:00:00 AM,7/5/2017 4:00:00 AM,2017,November,19,323,Sunday    ,13,2017,July,5,186,Wednesday ,0,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,028,Rustic (28),028,Rustic (28),-79.4922983459741,43.7062885523666,-8849042.1738637,5420101.59537337
4164,GO-20173032702,11/20/2017 5:00:00 AM,11/19/2017 5:00:00 AM,2017,November,20,324,Monday    ,10,2017,November,19,323,Sunday    ,20,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,107,Oakwood Village (107),107,Oakwood Village (107),-79.4427855878446,43.6972960647176,-8843530.43885536,5418716.92802265
4165,GO-20173032018,11/20/2017 5:00:00 AM,11/13/2017 5:00:00 AM,2017,November,20,324,Monday    ,9,2017,November,13,317,Monday    ,18,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3791981444218,43.6425232816269,-8836451.91696844,5410287.46985679
4166,GO-20179020081,11/20/2017 5:00:00 AM,11/15/2017 5:00:00 AM,2017,November,20,324,Monday    ,13,2017,November,15,319,Wednesday ,13,D55,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,2130,200,Theft From Mail / Bag / Key,Theft Over,063,The Beaches (63),063,The Beaches (63),-79.3091873317807,43.6679900014349,-8828658.34902658,5414205.8070917
4167,GO-20173040164,11/21/2017 5:00:00 AM,11/9/2017 5:00:00 AM,2017,November,21,325,Tuesday   ,13,2017,November,9,313,Thursday  ,12,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,129,Agincourt North (129),129,Agincourt North (129),-79.2619230452388,43.8136906822529,-8823396.91266503,5436655.51007533
4168,GO-20173039252,11/21/2017 5:00:00 AM,7/6/2017 4:00:00 AM,2017,November,21,325,Tuesday   ,15,2017,July,6,187,Thursday  ,12,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5612274916721,43.6178011115761,-8856715.33129723,5406485.2782818
4169,GO-20173042655,11/21/2017 5:00:00 AM,11/21/2017 5:00:00 AM,2017,November,21,325,Tuesday   ,19,2017,November,21,325,Tuesday   ,19,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3841910505493,43.6708037100493,-8837007.72483326,5414638.82940344
4170,GO-20173042340,11/21/2017 5:00:00 AM,11/20/2017 5:00:00 AM,2017,November,21,325,Tuesday   ,18,2017,November,20,324,Monday    ,22,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4190235269908,43.6551560003012,-8840885.25832465,5412230.9459609
4171,GO-20173048422,11/22/2017 5:00:00 AM,11/22/2017 5:00:00 AM,2017,November,22,326,Wednesday ,23,2017,November,22,326,Wednesday ,13,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3466150216221,43.7032343898983,-8832824.78041895,5419631.29079007
4172,GO-20173050804,11/22/2017 5:00:00 AM,11/4/2017 4:00:00 AM,2017,November,22,326,Wednesday ,22,2017,November,4,308,Saturday  ,0,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,135,Morningside (135),135,Morningside (135),-79.2062872962484,43.7855564960168,-8817203.56941645,5432316.30780836
4173,GO-20173050868,11/22/2017 5:00:00 AM,11/21/2017 5:00:00 AM,2017,November,22,326,Wednesday ,23,2017,November,21,325,Tuesday   ,22,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.4111559981928,43.7623545876522,-8840009.44900257,5428739.3588236
4174,GO-20172003056,11/22/2017 5:00:00 AM,10/12/2017 4:00:00 AM,2017,November,22,326,Wednesday ,11,2017,October,12,285,Thursday  ,9,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.3263162492549,43.7416777187838,-8830565.13134486,5425552.85420236
4175,GO-20173043448,11/22/2017 5:00:00 AM,11/14/2017 5:00:00 AM,2017,November,22,326,Wednesday ,1,2017,November,14,318,Tuesday   ,5,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3342997937761,43.6623351375695,-8831453.85550898,5413335.60014326
4176,GO-20173027946,11/23/2017 5:00:00 AM,11/15/2017 5:00:00 AM,2017,November,23,327,Thursday  ,10,2017,November,15,319,Wednesday ,15,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4817887008128,43.7459823215999,-8847872.24553388,5426216.14424636
4177,GO-20173055418,11/23/2017 5:00:00 AM,11/13/2017 5:00:00 AM,2017,November,23,327,Thursday  ,16,2017,November,13,317,Monday    ,9,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,140,Guildwood (140),140,Guildwood (140),-79.1975442895383,43.743455798528,-8816230.30244052,5425826.83019374
4178,GO-20173053285,11/23/2017 5:00:00 AM,11/18/2017 5:00:00 AM,2017,November,23,327,Thursday  ,10,2017,November,18,322,Saturday  ,9,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3366020862392,43.6589267211274,-8831710.14548208,5412811.13044788
4179,GO-20173054933,11/24/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,November,24,328,Friday    ,1,2017,November,24,328,Friday    ,1,D23,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6061434250623,43.6951270252758,-8861715.3500873,5418382.96931596
4180,GO-20173060708,11/24/2017 5:00:00 AM,7/26/2017 4:00:00 AM,2017,November,24,328,Friday    ,12,2017,July,26,207,Wednesday ,17,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,215,Theft Over - Bicycle,Theft Over,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.434131597874,43.6974419698472,-8842567.08109524,5418739.3928853
4181,GO-20173058257,11/24/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,November,24,328,Friday    ,1,2017,November,24,328,Friday    ,1,D23,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6061434250623,43.6951270252758,-8861715.3500873,5418382.96931596
4182,GO-20173068046,11/25/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,November,25,329,Saturday  ,13,2017,November,25,329,Saturday  ,0,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,146,Malvern East (146),132,Malvern (132),-79.1990546685711,43.8002900921876,-8816398.43706171,5434588.45044681
4183,GO-20173068465,11/25/2017 5:00:00 AM,6/1/2017 4:00:00 AM,2017,November,25,329,Saturday  ,17,2017,June,1,152,Thursday  ,0,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,043,Victoria Village (43),043,Victoria Village (43),-79.3078724561467,43.7220991563306,-8828511.97769981,5422536.62333551
4184,GO-20173076796,11/26/2017 5:00:00 AM,11/13/2017 5:00:00 AM,2017,November,26,330,Sunday    ,20,2017,November,13,317,Monday    ,12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,095,Annex (95),095,Annex (95),-79.4112069346832,43.6651370094618,-8840015.11928347,5413766.75995619
4185,GO-20173075127,11/26/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,November,26,330,Sunday    ,15,2017,November,25,329,Saturday  ,20,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,007,Willowridge-Martingrove-Richview (7),007,Willowridge-Martingrove-Richview (7),-79.5328001833799,43.6811110835806,-8853550.81773473,5416225.28019753
4186,GO-20173075316,11/26/2017 5:00:00 AM,11/26/2017 5:00:00 AM,2017,November,26,330,Sunday    ,20,2017,November,26,330,Sunday    ,20,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,033,Clanton Park (33),033,Clanton Park (33),-79.4589183467043,43.7320949500153,-8845326.32937234,5424076.43043594
4187,GO-20173080562,11/27/2017 5:00:00 AM,11/26/2017 5:00:00 AM,2017,November,27,331,Monday    ,12,2017,November,26,330,Sunday    ,2,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3733324528053,43.660421299525,-8835798.95123317,5413041.10491976
4188,GO-20173082916,11/27/2017 5:00:00 AM,11/22/2017 5:00:00 AM,2017,November,27,331,Monday    ,18,2017,November,22,326,Wednesday ,23,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.3163753719324,43.7791793293523,-8829458.51797918,5431333.02616938
4189,GO-20173080304,11/27/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,November,27,331,Monday    ,11,2017,November,24,328,Friday    ,8,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,135,Morningside (135),135,Morningside (135),-79.2071217180229,43.7733408966314,-8817296.45684859,5430432.90287448
4190,GO-20173086669,11/28/2017 5:00:00 AM,11/27/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,10,2017,November,27,331,Monday    ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3241704680324,43.7777455236864,-8830326.26409659,5431111.9653067
4191,GO-20173091428,11/28/2017 5:00:00 AM,11/28/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,22,2017,November,28,332,Tuesday   ,18,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,022,Humbermede (22),022,Humbermede (22),-79.5308366982488,43.7418063726721,-8853332.24358435,5425572.67761955
4192,GO-20173087053,11/28/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,11,2017,November,24,328,Friday    ,2,D22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,015,Kingsway South (15),015,Kingsway South (15),-79.5157936968598,43.6463781323643,-8851657.66437303,5410880.47458059
4193,GO-20173087080,11/28/2017 5:00:00 AM,11/16/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,11,2017,November,16,320,Thursday  ,9,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,024,Black Creek (24),024,Black Creek (24),-79.5186967136117,43.7691295857533,-8851980.82674723,5429783.69078604
4194,GO-20173089482,11/28/2017 5:00:00 AM,11/27/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,16,2017,November,27,331,Monday    ,22,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.584959664527,43.6783367669192,-8859357.18471101,5415798.24672795
4195,GO-20173088706,11/28/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,November,28,332,Tuesday   ,15,2017,November,25,329,Saturday  ,18,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5523811835754,43.6149913052424,-8855730.56479527,5406053.23780096
4196,GO-20173073473,11/29/2017 5:00:00 AM,11/26/2017 5:00:00 AM,2017,November,29,333,Wednesday ,15,2017,November,26,330,Sunday    ,9,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3604151327472,43.7548446019447,-8834361.00174836,5427581.87034382
4197,GO-20173094612,11/29/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,November,29,333,Wednesday ,13,2017,November,25,329,Saturday  ,7,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
4198,GO-20173093346,11/29/2017 5:00:00 AM,11/13/2017 5:00:00 AM,2017,November,29,333,Wednesday ,9,2017,November,13,317,Monday    ,7,D32,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4224857228187,43.7311046668162,-8841270.6682204,5423923.87032642
4199,GO-20173094080,11/29/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,November,29,333,Wednesday ,11,2017,November,25,329,Saturday  ,12,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4481386049543,43.6850401907368,-8844126.33398201,5416830.09714273
4200,GO-20173090586,11/29/2017 5:00:00 AM,11/28/2017 5:00:00 AM,2017,November,29,333,Wednesday ,1,2017,November,28,332,Tuesday   ,19,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.3387894586993,43.7593770152921,-8831953.64273061,5428280.41828988
4201,GO-20173097323,11/29/2017 5:00:00 AM,11/29/2017 5:00:00 AM,2017,November,29,333,Wednesday ,19,2017,November,29,333,Wednesday ,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3768282460017,43.6411486800789,-8836188.10112985,5410076.01934599
4202,GO-20173097404,11/29/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,November,29,333,Wednesday ,20,2017,November,24,328,Friday    ,6,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.301902171505,43.7707986207237,-8827847.36872503,5430040.98232031
4203,GO-20173110740,12/1/2017 5:00:00 AM,11/26/2017 5:00:00 AM,2017,December,1,335,Friday    ,19,2017,November,26,330,Sunday    ,12,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5331767946094,43.6367251349487,-8853592.7419908,5409395.59278017
