OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
4204,GO-20173109972,12/1/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,December,1,335,Friday    ,16,2017,November,25,329,Saturday  ,18,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5523811835754,43.6149913052424,-8855730.56479527,5406053.23780096
4205,GO-20173112476,12/1/2017 5:00:00 AM,11/19/2017 5:00:00 AM,2017,December,1,335,Friday    ,22,2017,November,19,323,Sunday    ,16,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3849520415292,43.6512129903166,-8837092.43796388,5411624.29107741
4206,GO-20173107551,12/2/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,December,2,336,Saturday  ,13,2017,November,24,328,Friday    ,15,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,095,Annex (95),095,Annex (95),-79.3909869466495,43.6693872093231,-8837764.24051547,5414420.83113961
4207,GO-20173115513,12/2/2017 5:00:00 AM,11/25/2017 5:00:00 AM,2017,December,2,336,Saturday  ,11,2017,November,25,329,Saturday  ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
4208,GO-20173122070,12/3/2017 5:00:00 AM,12/1/2017 5:00:00 AM,2017,December,3,337,Sunday    ,11,2017,December,1,335,Friday    ,19,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.4023543421878,43.7023303091829,-8839029.65313851,5419492.07767665
4209,GO-20173129822,12/4/2017 5:00:00 AM,12/2/2017 5:00:00 AM,2017,December,4,338,Monday    ,15,2017,December,2,336,Saturday  ,19,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5576571903105,43.6182424119336,-8856317.88709662,5406553.13511982
4210,GO-20173131813,12/4/2017 5:00:00 AM,8/3/2017 4:00:00 AM,2017,December,4,338,Monday    ,19,2017,August,3,215,Thursday  ,9,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,107,Oakwood Village (107),107,Oakwood Village (107),-79.4425316078698,43.6855336912898,-8843502.1659311,5416906.06559174
4211,GO-20173126937,12/4/2017 5:00:00 AM,11/30/2017 5:00:00 AM,2017,December,4,338,Monday    ,7,2017,November,30,334,Thursday  ,16,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4817887008128,43.7459823215999,-8847872.24553388,5426216.14424636
4212,GO-20173129222,12/4/2017 5:00:00 AM,12/1/2017 5:00:00 AM,2017,December,4,338,Monday    ,14,2017,December,1,335,Friday    ,18,D32,"Gas Station (Self, Full, Attached Convenience)",Commercial,2130,211,Theft Over - Distraction,Theft Over,153,Avondale (153),051,Willowdale East (51),-79.3880447160948,43.766584388106,-8837436.71285875,5429391.34740851
4213,GO-20173101135,12/4/2017 5:00:00 AM,10/8/2017 4:00:00 AM,2017,December,4,338,Monday    ,14,2017,October,8,281,Sunday    ,12,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.4732059546982,43.7045146574136,-8846916.81861955,5419828.43374756
4214,GO-20173087753,12/5/2017 5:00:00 AM,12/5/2017 5:00:00 AM,2017,December,5,339,Tuesday   ,11,2017,December,5,339,Tuesday   ,11,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,140,Guildwood (140),140,Guildwood (140),-79.2060416970462,43.7497261899868,-8817176.22946083,5426793.07022949
4215,GO-20173131808,12/5/2017 5:00:00 AM,12/4/2017 5:00:00 AM,2017,December,5,339,Tuesday   ,12,2017,December,4,338,Monday    ,15,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,090,Junction Area (90),090,Junction Area (90),-79.4622775248095,43.6653893501291,-8845700.27135678,5413805.59188887
4216,GO-20173144465,12/6/2017 5:00:00 AM,11/30/2017 5:00:00 AM,2017,December,6,340,Wednesday ,16,2017,November,30,334,Thursday  ,17,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,125,Ionview (125),125,Ionview (125),-79.2716839064521,43.7325983739604,-8824483.48674126,5424153.98743566
4217,GO-2017351082,12/6/2017 5:00:00 AM,12/5/2017 5:00:00 AM,2017,December,6,340,Wednesday ,18,2017,December,5,339,Tuesday   ,19,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4774799181444,43.7665035471396,-8847392.59400438,5429378.88600678
4218,GO-20173141560,12/6/2017 5:00:00 AM,12/5/2017 5:00:00 AM,2017,December,6,340,Wednesday ,8,2017,December,5,339,Tuesday   ,20,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.5108043425279,43.7152738463016,-8851102.25202636,5421485.36263151
4219,GO-20173143603,12/6/2017 5:00:00 AM,12/6/2017 5:00:00 AM,2017,December,6,340,Wednesday ,13,2017,December,6,340,Wednesday ,13,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,151,Yonge-Doris (151),051,Willowdale East (51),-79.4150750524185,43.7778861959294,-8840445.71609824,5431133.65356794
4220,GO-20173153004,12/7/2017 5:00:00 AM,12/7/2017 5:00:00 AM,2017,December,7,341,Thursday  ,20,2017,December,7,341,Thursday  ,20,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4513062163045,43.7236570551509,-8844478.95082557,5422776.59376627
4221,GO-20179021534,12/7/2017 5:00:00 AM,12/6/2017 5:00:00 AM,2017,December,7,341,Thursday  ,12,2017,December,6,340,Wednesday ,14,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.5034093097679,43.7698254791888,-8850279.0407184,5429890.96590074
4222,GO-20173149385,12/7/2017 5:00:00 AM,11/2/2017 4:00:00 AM,2017,December,7,341,Thursday  ,11,2017,November,2,306,Thursday  ,16,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,024,Black Creek (24),024,Black Creek (24),-79.5203587127037,43.7688211840552,-8852165.83962961,5429736.14959483
4223,GO-20173149100,12/7/2017 5:00:00 AM,11/18/2017 5:00:00 AM,2017,December,7,341,Thursday  ,11,2017,November,18,322,Saturday  ,23,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4009279330226,43.6487094881226,-8838870.86601496,5411239.13349336
4224,GO-20173160203,12/8/2017 5:00:00 AM,12/8/2017 5:00:00 AM,2017,December,8,342,Friday    ,23,2017,December,8,342,Friday    ,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.398019833992,43.6394678785716,-8838547.13791511,5409817.47382302
4225,GO-20173144916,12/8/2017 5:00:00 AM,11/24/2017 5:00:00 AM,2017,December,8,342,Friday    ,10,2017,November,24,328,Friday    ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
4226,GO-20173156536,12/8/2017 5:00:00 AM,11/1/2017 4:00:00 AM,2017,December,8,342,Friday    ,12,2017,November,1,305,Wednesday ,12,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,018,New Toronto (18),018,New Toronto (18),-79.5064958559977,43.6067746410831,-8850622.63344743,5404789.94603679
4227,GO-20173156765,12/8/2017 5:00:00 AM,9/15/2017 4:00:00 AM,2017,December,8,342,Friday    ,13,2017,September,15,258,Friday    ,12,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.3175581715835,43.7630380223097,-8829590.18667289,5428844.70138331
4228,GO-20173158092,12/8/2017 5:00:00 AM,5/1/2017 4:00:00 AM,2017,December,8,342,Friday    ,17,2017,May,1,121,Monday    ,8,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4565808214681,43.6645652360852,-8845066.11716831,5413678.77227982
4229,GO-20173165043,12/9/2017 5:00:00 AM,12/9/2017 5:00:00 AM,2017,December,9,343,Saturday  ,19,2017,December,9,343,Saturday  ,14,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5569433874087,43.616128509042,-8856238.42691013,5406228.09370028
4230,GO-20173165867,12/9/2017 5:00:00 AM,12/9/2017 5:00:00 AM,2017,December,9,343,Saturday  ,22,2017,December,9,343,Saturday  ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4513062163045,43.7236570551509,-8844478.95082557,5422776.59376627
4231,GO-20173169298,12/10/2017 5:00:00 AM,12/10/2017 5:00:00 AM,2017,December,10,344,Sunday    ,19,2017,December,10,344,Sunday    ,12,D32,Ttc Subway Station,Transit,2130,210,Theft Over,Theft Over,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.4021953350534,43.725094674516,-8839011.95256024,5422998.04259953
4232,GO-20179021811,12/10/2017 5:00:00 AM,12/10/2017 5:00:00 AM,2017,December,10,344,Sunday    ,9,2017,December,10,344,Sunday    ,9,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,024,Black Creek (24),024,Black Creek (24),-79.5274500119149,43.7672694810204,-8852955.23942336,5429496.95315005
4233,GO-20173173197,12/11/2017 5:00:00 AM,12/5/2017 5:00:00 AM,2017,December,11,345,Monday    ,8,2017,December,5,339,Tuesday   ,16,D52,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.386583839498,43.6388476773778,-8837274.088775,5409722.07443905
4234,GO-20173173461,12/11/2017 5:00:00 AM,12/7/2017 5:00:00 AM,2017,December,11,345,Monday    ,9,2017,December,7,341,Thursday  ,13,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.4457254196885,43.7924451928447,-8843857.69945663,5433378.57901981
4235,GO-20173174099,12/11/2017 5:00:00 AM,12/11/2017 5:00:00 AM,2017,December,11,345,Monday    ,12,2017,December,11,345,Monday    ,8,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.3143579477512,43.7127882739307,-8829233.93936678,5421102.55493945
4236,GO-20173174680,12/11/2017 5:00:00 AM,12/10/2017 5:00:00 AM,2017,December,11,345,Monday    ,15,2017,December,10,344,Sunday    ,2,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights (144),131,Rouge (131),-79.2332481879055,43.819703082997,-8820204.84218522,5437583.08202161
4237,GO-20173176685,12/11/2017 5:00:00 AM,7/1/2016 4:00:00 AM,2017,December,11,345,Monday    ,17,2016,July,1,183,Friday    ,0,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,034,Bathurst Manor (34),034,Bathurst Manor (34),-79.4390311250744,43.757768377439,-8843112.49394601,5428032.48452376
4238,GO-20173181372,12/12/2017 5:00:00 AM,12/8/2017 5:00:00 AM,2017,December,12,346,Tuesday   ,12,2017,December,8,342,Friday    ,11,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5200062045544,43.6364112820174,-8852126.59861855,5409347.31803662
4239,GO-20173182648,12/12/2017 5:00:00 AM,7/17/2017 4:00:00 AM,2017,December,12,346,Tuesday   ,16,2017,July,17,198,Monday    ,9,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6107021729982,43.7378473416177,-8862222.82759331,5424962.67705402
4240,GO-20173181968,12/12/2017 5:00:00 AM,12/6/2017 5:00:00 AM,2017,December,12,346,Tuesday   ,13,2017,December,6,340,Wednesday ,16,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4974966974219,43.7691905653431,-8849620.85164998,5429793.09093017
4241,GO-20173187958,12/13/2017 5:00:00 AM,12/12/2017 5:00:00 AM,2017,December,13,347,Wednesday ,13,2017,December,12,346,Tuesday   ,19,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,105,Lawrence Park North (105),105,Lawrence Park North (105),-79.4029231386546,43.727853475193,-8839092.97133091,5423423.01890803
4242,GO-20173185094,12/13/2017 5:00:00 AM,12/13/2017 5:00:00 AM,2017,December,13,347,Wednesday ,1,2017,December,13,347,Wednesday ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,107,Oakwood Village (107),107,Oakwood Village (107),-79.4430639002398,43.689898779472,-8843561.42040549,5417578.04612927
4243,GO-20173186161,12/13/2017 5:00:00 AM,12/13/2017 5:00:00 AM,2017,December,13,347,Wednesday ,8,2017,December,13,347,Wednesday ,8,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,084,Little Portugal (84),084,Little Portugal (84),-79.4342802219053,43.6514587996972,-8842583.62584324,5411662.10920285
4244,GO-20173188044,12/13/2017 5:00:00 AM,12/9/2017 5:00:00 AM,2017,December,13,347,Wednesday ,13,2017,December,9,343,Saturday  ,13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3597546586376,43.6507629898666,-8834287.478119,5411555.05850808
4245,GO-20173190032,12/13/2017 5:00:00 AM,11/14/2017 5:00:00 AM,2017,December,13,347,Wednesday ,19,2017,November,14,318,Tuesday   ,16,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4924223080247,43.6686501445392,-8849055.97325042,5414307.39967028
4246,GO-20173195734,12/14/2017 5:00:00 AM,11/6/2017 5:00:00 AM,2017,December,14,348,Thursday  ,16,2017,November,6,310,Monday    ,10,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.5269198845304,43.6786660968326,-8852896.22595566,5415848.93742664
4247,GO-20173203865,12/15/2017 5:00:00 AM,4/19/2016 4:00:00 AM,2017,December,15,349,Friday    ,20,2016,April,19,110,Tuesday   ,10,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.3262824609655,43.7503206188227,-8830561.3700819,5426884.67441096
4248,GO-20173203686,12/15/2017 5:00:00 AM,10/31/2017 4:00:00 AM,2017,December,15,349,Friday    ,19,2017,October,31,304,Tuesday   ,10,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2565566534108,43.7698583687018,-8822799.52864019,5429896.03607679
4249,GO-20173200852,12/15/2017 5:00:00 AM,12/14/2017 5:00:00 AM,2017,December,15,349,Friday    ,12,2017,December,14,348,Thursday  ,18,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.2369700031061,43.7547516854028,-8820619.15273585,5427567.55027392
4250,GO-20173203689,12/15/2017 5:00:00 AM,12/2/2017 5:00:00 AM,2017,December,15,349,Friday    ,19,2017,December,2,336,Saturday  ,10,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,086,Roncesvalles (86),086,Roncesvalles (86),-79.4332106222618,43.6437002910966,-8842464.55851589,5410468.52913034
4251,GO-20173206778,12/16/2017 5:00:00 AM,12/16/2017 5:00:00 AM,2017,December,16,350,Saturday  ,9,2017,December,16,350,Saturday  ,1,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5159960427367,43.7193130464395,-8851680.18942671,5422107.48140868
4252,GO-20173206270,12/16/2017 5:00:00 AM,12/11/2017 5:00:00 AM,2017,December,16,350,Saturday  ,6,2017,December,11,345,Monday    ,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
4253,GO-20179022330,12/16/2017 5:00:00 AM,12/11/2017 5:00:00 AM,2017,December,16,350,Saturday  ,9,2017,December,11,345,Monday    ,14,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.5013409067189,43.7655115730857,-8850048.78714969,5429225.97751146
4254,GO-20173210659,12/16/2017 5:00:00 AM,12/16/2017 5:00:00 AM,2017,December,16,350,Saturday  ,23,2017,December,16,350,Saturday  ,19,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4199989266657,43.6396785824056,-8840993.83935597,5409849.88435279
4255,GO-20173209470,12/16/2017 5:00:00 AM,12/7/2017 5:00:00 AM,2017,December,16,350,Saturday  ,17,2017,December,7,341,Thursday  ,23,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,021,Humber Summit (21),021,Humber Summit (21),-79.5560951263425,43.762548907832,-8856143.99892755,5428769.31062952
4256,GO-20173209759,12/16/2017 5:00:00 AM,12/15/2017 5:00:00 AM,2017,December,16,350,Saturday  ,18,2017,December,15,349,Friday    ,19,D41,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,124,Kennedy Park (124),124,Kennedy Park (124),-79.2625400113742,43.7258370895062,-8823465.59300599,5423112.40517595
4257,GO-20173209650,12/16/2017 5:00:00 AM,12/15/2017 5:00:00 AM,2017,December,16,350,Saturday  ,18,2017,December,15,349,Friday    ,18,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,094,Wychwood (94),094,Wychwood (94),-79.4242612300945,43.6782152185353,-8841468.31675554,5415779.538047
